ds,unique_id,y
1955-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1956-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1956-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1956-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1956-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1956-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1956-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1956-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1956-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1956-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1956-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1956-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1956-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1957-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1957-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1957-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1957-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1957-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1957-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1957-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1957-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1957-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1957-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1957-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1957-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1958-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1958-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1958-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1958-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1958-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1958-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1958-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1958-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1958-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1958-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1958-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1958-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1959-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1959-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1959-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1959-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1959-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1959-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1959-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1959-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1959-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1959-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1959-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1959-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1960-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1960-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1960-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1960-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1960-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1960-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1960-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1960-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1960-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1960-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1960-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1960-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1961-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1961-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1961-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1961-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1961-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1961-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1961-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1961-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1961-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1961-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1961-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1961-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1962-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1962-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1962-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1962-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1962-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1962-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1962-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1962-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1962-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1962-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1962-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1962-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1963-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1963-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1963-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1963-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1963-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1963-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1963-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1963-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1963-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1963-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1963-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1963-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1964-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1964-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1964-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1964-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1964-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1964-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1964-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1964-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1964-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1964-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1964-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1964-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1965-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1965-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1965-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1965-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1965-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1965-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1965-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1965-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1965-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1965-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1965-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1965-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1966-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1966-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1966-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1966-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1966-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1966-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1966-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1966-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1966-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1966-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1966-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1966-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1967-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1967-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1967-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1967-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1967-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1967-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1967-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1967-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1967-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1967-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1967-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1967-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1968-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1968-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1968-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1968-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1968-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1968-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1968-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1968-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1968-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1968-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1968-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1968-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1969-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1969-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1969-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1969-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1969-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1969-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1969-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1969-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1969-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1969-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1969-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1969-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1970-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1970-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1970-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1970-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1970-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1970-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1970-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1970-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1970-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1970-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1970-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1970-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1971-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1971-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1971-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1971-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1971-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1971-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1971-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1971-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1971-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1971-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1971-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1971-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1972-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1972-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1972-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1972-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1972-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1972-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1972-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1972-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1972-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1972-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1972-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1972-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1973-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1973-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1973-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1973-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1973-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1973-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1973-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1973-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1973-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1973-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1973-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1973-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1974-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1974-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1974-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1974-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1974-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1974-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1974-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1974-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1974-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1974-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1974-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1974-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1975-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1975-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1975-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1975-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1975-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1975-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1975-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1975-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1975-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1975-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1975-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1975-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1976-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1976-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1976-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1976-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1976-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1976-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1976-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1976-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1976-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1976-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1976-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1976-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1977-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1977-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1977-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1977-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1977-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1977-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1977-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1977-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1977-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1977-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1977-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1977-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1978-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1978-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1978-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1978-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1978-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1978-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1978-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1978-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1978-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1978-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1978-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1978-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1979-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1979-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1979-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1979-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1979-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1979-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1979-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1979-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1979-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1979-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1979-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1979-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1980-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1980-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1980-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1980-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1980-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1980-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1980-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1980-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1980-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1980-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1980-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1980-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1981-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1981-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1981-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1981-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1981-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1981-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1981-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1981-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1981-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1981-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1981-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1981-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1982-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1982-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1982-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1982-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1982-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1982-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1982-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1982-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1982-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1982-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1982-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1982-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1983-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1983-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1983-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1983-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1983-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1983-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1983-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1983-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1983-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1983-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1983-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1983-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1984-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1984-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1984-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1984-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1984-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1984-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1984-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1984-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1984-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1984-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1984-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1984-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1985-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1985-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1985-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1985-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1985-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1985-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1985-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1985-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1985-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1985-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1985-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1985-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1986-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1986-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1986-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1986-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1986-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1986-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1986-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1986-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1986-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1986-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1986-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1986-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1987-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1987-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1987-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1987-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1987-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1987-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1987-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1987-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1987-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1987-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1987-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1987-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1988-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1988-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1988-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1988-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1988-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1988-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1988-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1988-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1988-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1988-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1988-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1988-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1989-01-01,Transportation and Warehousing: Pipeline Transportation,NA
1989-02-01,Transportation and Warehousing: Pipeline Transportation,NA
1989-03-01,Transportation and Warehousing: Pipeline Transportation,NA
1989-04-01,Transportation and Warehousing: Pipeline Transportation,NA
1989-05-01,Transportation and Warehousing: Pipeline Transportation,NA
1989-06-01,Transportation and Warehousing: Pipeline Transportation,NA
1989-07-01,Transportation and Warehousing: Pipeline Transportation,NA
1989-08-01,Transportation and Warehousing: Pipeline Transportation,NA
1989-09-01,Transportation and Warehousing: Pipeline Transportation,NA
1989-10-01,Transportation and Warehousing: Pipeline Transportation,NA
1989-11-01,Transportation and Warehousing: Pipeline Transportation,NA
1989-12-01,Transportation and Warehousing: Pipeline Transportation,NA
1990-01-01,Transportation and Warehousing: Pipeline Transportation,58.5
1990-02-01,Transportation and Warehousing: Pipeline Transportation,58.5
1990-03-01,Transportation and Warehousing: Pipeline Transportation,58.6
1990-04-01,Transportation and Warehousing: Pipeline Transportation,58.8
1990-05-01,Transportation and Warehousing: Pipeline Transportation,59.2
1990-06-01,Transportation and Warehousing: Pipeline Transportation,60.7
1990-07-01,Transportation and Warehousing: Pipeline Transportation,61.2
1990-08-01,Transportation and Warehousing: Pipeline Transportation,61.3
1990-09-01,Transportation and Warehousing: Pipeline Transportation,60.1
1990-10-01,Transportation and Warehousing: Pipeline Transportation,59.9
1990-11-01,Transportation and Warehousing: Pipeline Transportation,60
1990-12-01,Transportation and Warehousing: Pipeline Transportation,60.2
1991-01-01,Transportation and Warehousing: Pipeline Transportation,59.8
1991-02-01,Transportation and Warehousing: Pipeline Transportation,59.7
1991-03-01,Transportation and Warehousing: Pipeline Transportation,59.8
1991-04-01,Transportation and Warehousing: Pipeline Transportation,59.8
1991-05-01,Transportation and Warehousing: Pipeline Transportation,60.2
1991-06-01,Transportation and Warehousing: Pipeline Transportation,61.7
1991-07-01,Transportation and Warehousing: Pipeline Transportation,62.1
1991-08-01,Transportation and Warehousing: Pipeline Transportation,61.8
1991-09-01,Transportation and Warehousing: Pipeline Transportation,61
1991-10-01,Transportation and Warehousing: Pipeline Transportation,60.8
1991-11-01,Transportation and Warehousing: Pipeline Transportation,60.8
1991-12-01,Transportation and Warehousing: Pipeline Transportation,60.5
1992-01-01,Transportation and Warehousing: Pipeline Transportation,60.4
1992-02-01,Transportation and Warehousing: Pipeline Transportation,60.1
1992-03-01,Transportation and Warehousing: Pipeline Transportation,59.8
1992-04-01,Transportation and Warehousing: Pipeline Transportation,59.9
1992-05-01,Transportation and Warehousing: Pipeline Transportation,59.9
1992-06-01,Transportation and Warehousing: Pipeline Transportation,60.7
1992-07-01,Transportation and Warehousing: Pipeline Transportation,61
1992-08-01,Transportation and Warehousing: Pipeline Transportation,60.6
1992-09-01,Transportation and Warehousing: Pipeline Transportation,59.8
1992-10-01,Transportation and Warehousing: Pipeline Transportation,59.6
1992-11-01,Transportation and Warehousing: Pipeline Transportation,59.5
1992-12-01,Transportation and Warehousing: Pipeline Transportation,59.4
1993-01-01,Transportation and Warehousing: Pipeline Transportation,58.9
1993-02-01,Transportation and Warehousing: Pipeline Transportation,58.9
1993-03-01,Transportation and Warehousing: Pipeline Transportation,58.7
1993-04-01,Transportation and Warehousing: Pipeline Transportation,58.4
1993-05-01,Transportation and Warehousing: Pipeline Transportation,58.5
