State,Industry,Series ID,Month,Turnover
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2005-08-01,8.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2005-09-01,7.7
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2005-10-01,7.8
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2005-11-01,7.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2005-12-01,8.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2006-01-01,7
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2006-02-01,6.8
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2006-03-01,7.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2006-04-01,7.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2006-05-01,9.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2006-06-01,11
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2006-07-01,10.6
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2006-08-01,10.3
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2006-09-01,9.8
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2006-10-01,9.5
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2006-11-01,10.3
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2006-12-01,10.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2007-01-01,10.2
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2007-02-01,9.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2007-03-01,10.5
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2007-04-01,11.3
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2007-05-01,11.7
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2007-06-01,12.5
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2007-07-01,12.6
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2007-08-01,12.7
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2007-09-01,12.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2007-10-01,13
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2007-11-01,12.3
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2007-12-01,12.7
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2008-01-01,11.3
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2008-02-01,11.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2008-03-01,12.6
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2008-04-01,14.2
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2008-05-01,13.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2008-06-01,14.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2008-07-01,13.5
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2008-08-01,13.8
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2008-09-01,14.2
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2008-10-01,14.6
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2008-11-01,13.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2008-12-01,14.2
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2009-01-01,12.8
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2009-02-01,12
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2009-03-01,14.6
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2009-04-01,14.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2009-05-01,17.7
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2009-06-01,19.3
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2009-07-01,18.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2009-08-01,17.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2009-09-01,17.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2009-10-01,20.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2009-11-01,19.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2009-12-01,18.1
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2010-01-01,15
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2010-02-01,15.6
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2010-03-01,18.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2010-04-01,19.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2010-05-01,20.1
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2010-06-01,21.1
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2010-07-01,20.2
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2010-08-01,19.8
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2010-09-01,19.8
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2010-10-01,18.7
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2010-11-01,18.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2010-12-01,17.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2011-01-01,15.6
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2011-02-01,14.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2011-03-01,17.1
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2011-04-01,17.3
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2011-05-01,19.8
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2011-06-01,19.2
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2011-07-01,18.6
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2011-08-01,20.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2011-09-01,19.8
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2011-10-01,18.8
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2011-11-01,17.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2011-12-01,15.5
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2012-01-01,14.3
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2012-02-01,15.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2012-03-01,15.3
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2012-04-01,16
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2012-05-01,18.8
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2012-06-01,19.8
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2012-07-01,19.6
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2012-08-01,20.1
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2012-09-01,19.2
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2012-10-01,17.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2012-11-01,17.7
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2012-12-01,15.8
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2013-01-01,16.2
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2013-02-01,15.8
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2013-03-01,16.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2013-04-01,16.6
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2013-05-01,18.2
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2013-06-01,17.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2013-07-01,20.5
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2013-08-01,21.1
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2013-09-01,20.1
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2013-10-01,17.7
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2013-11-01,17.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2013-12-01,16.1
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2014-01-01,15.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2014-02-01,14.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2014-03-01,16.8
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2014-04-01,16.2
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2014-05-01,17.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2014-06-01,19.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2014-07-01,18.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2014-08-01,18.7
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2014-09-01,19.2
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2014-10-01,18.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2014-11-01,17.1
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2014-12-01,16
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2015-01-01,13.3
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2015-02-01,15.3
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2015-03-01,16.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2015-04-01,18.1
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2015-05-01,19.8
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2015-06-01,21.5
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2015-07-01,20.3
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2015-08-01,19.3
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2015-09-01,20.7
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2015-10-01,20.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2015-11-01,18.6
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2015-12-01,17.2
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2016-01-01,16.2
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2016-02-01,17.1
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2016-03-01,16.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2016-04-01,17.5
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2016-05-01,18.8
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2016-06-01,19.6
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2016-07-01,18.7
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2016-08-01,19.3
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2016-09-01,17.5
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2016-10-01,17.8
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2016-11-01,16.8
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2016-12-01,15.5
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2017-01-01,14.8
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2017-02-01,14.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2017-03-01,16.6
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2017-04-01,16
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2017-05-01,17.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2017-06-01,18.6
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2017-07-01,18.7
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2017-08-01,18.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2017-09-01,18.7
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2017-10-01,19.1
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2017-11-01,18.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2017-12-01,17.6
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2018-01-01,15.5
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2018-02-01,16
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2018-03-01,18
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2018-04-01,18.8
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2018-05-01,19.2
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2018-06-01,19.8
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2018-07-01,20
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2018-08-01,19.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2018-09-01,18.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2018-10-01,19.4
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2018-11-01,18.9
Northern Territory,"Hardware, building and garden supplies retailing",A3349766V,2018-12-01,18.6
Northern Territory,Household goods retailing,A3349600V,1988-04-01,4.1
Northern Territory,Household goods retailing,A3349600V,1988-05-01,4.9
Northern Territory,Household goods retailing,A3349600V,1988-06-01,4.1
Northern Territory,Household goods retailing,A3349600V,1988-07-01,4
Northern Territory,Household goods retailing,A3349600V,1988-08-01,4.3
Northern Territory,Household goods retailing,A3349600V,1988-09-01,4.3
Northern Territory,Household goods retailing,A3349600V,1988-10-01,4.3
Northern Territory,Household goods retailing,A3349600V,1988-11-01,4.8
Northern Territory,Household goods retailing,A3349600V,1988-12-01,6.4
Northern Territory,Household goods retailing,A3349600V,1989-01-01,4.3
Northern Territory,Household goods retailing,A3349600V,1989-02-01,4.2
Northern Territory,Household goods retailing,A3349600V,1989-03-01,4.8
Northern Territory,Household goods retailing,A3349600V,1989-04-01,4.5
Northern Territory,Household goods retailing,A3349600V,1989-05-01,5.1
Northern Territory,Household goods retailing,A3349600V,1989-06-01,5.7
Northern Territory,Household goods retailing,A3349600V,1989-07-01,5.6
Northern Territory,Household goods retailing,A3349600V,1989-08-01,5.5
Northern Territory,Household goods retailing,A3349600V,1989-09-01,5.3
Northern Territory,Household goods retailing,A3349600V,1989-10-01,5.5
Northern Territory,Household goods retailing,A3349600V,1989-11-01,5.7
Northern Territory,Household goods retailing,A3349600V,1989-12-01,7.8
Northern Territory,Household goods retailing,A3349600V,1990-01-01,4.7
Northern Territory,Household goods retailing,A3349600V,1990-02-01,4.8
Northern Territory,Household goods retailing,A3349600V,1990-03-01,5.8
Northern Territory,Household goods retailing,A3349600V,1990-04-01,5.3
Northern Territory,Household goods retailing,A3349600V,1990-05-01,6.4
Northern Territory,Household goods retailing,A3349600V,1990-06-01,7.2
Northern Territory,Household goods retailing,A3349600V,1990-07-01,6.2
Northern Territory,Household goods retailing,A3349600V,1990-08-01,6.4
Northern Territory,Household goods retailing,A3349600V,1990-09-01,7.4
Northern Territory,Household goods retailing,A3349600V,1990-10-01,8
Northern Territory,Household goods retailing,A3349600V,1990-11-01,8
Northern Territory,Household goods retailing,A3349600V,1990-12-01,10
Northern Territory,Household goods retailing,A3349600V,1991-01-01,6.2
Northern Territory,Household goods retailing,A3349600V,1991-02-01,6.5
Northern Territory,Household goods retailing,A3349600V,1991-03-01,7.2
Northern Territory,Household goods retailing,A3349600V,1991-04-01,7.1
Northern Territory,Household goods retailing,A3349600V,1991-05-01,7.7
Northern Territory,Household goods retailing,A3349600V,1991-06-01,8
Northern Territory,Household goods retailing,A3349600V,1991-07-01,8
Northern Territory,Household goods retailing,A3349600V,1991-08-01,8.7
Northern Territory,Household goods retailing,A3349600V,1991-09-01,8.2
Northern Territory,Household goods retailing,A3349600V,1991-10-01,8.6
Northern Territory,Household goods retailing,A3349600V,1991-11-01,8.5
Northern Territory,Household goods retailing,A3349600V,1991-12-01,10
Northern Territory,Household goods retailing,A3349600V,1992-01-01,7.1
Northern Territory,Household goods retailing,A3349600V,1992-02-01,6.9
Northern Territory,Household goods retailing,A3349600V,1992-03-01,7.9
Northern Territory,Household goods retailing,A3349600V,1992-04-01,8.6
Northern Territory,Household goods retailing,A3349600V,1992-05-01,8.9
Northern Territory,Household goods retailing,A3349600V,1992-06-01,9.5
Northern Territory,Household goods retailing,A3349600V,1992-07-01,9.5
Northern Territory,Household goods retailing,A3349600V,1992-08-01,9.1
Northern Territory,Household goods retailing,A3349600V,1992-09-01,10.1
Northern Territory,Household goods retailing,A3349600V,1992-10-01,10.3
Northern Territory,Household goods retailing,A3349600V,1992-11-01,10
Northern Territory,Household goods retailing,A3349600V,1992-12-01,14.1
Northern Territory,Household goods retailing,A3349600V,1993-01-01,9
Northern Territory,Household goods retailing,A3349600V,1993-02-01,9.5
Northern Territory,Household goods retailing,A3349600V,1993-03-01,10.6
Northern Territory,Household goods retailing,A3349600V,1993-04-01,10.3
Northern Territory,Household goods retailing,A3349600V,1993-05-01,11
Northern Territory,Household goods retailing,A3349600V,1993-06-01,11.4
Northern Territory,Household goods retailing,A3349600V,1993-07-01,10.9
Northern Territory,Household goods retailing,A3349600V,1993-08-01,11.3
Northern Territory,Household goods retailing,A3349600V,1993-09-01,11.5
Northern Territory,Household goods retailing,A3349600V,1993-10-01,11.3
Northern Territory,Household goods retailing,A3349600V,1993-11-01,12.9
Northern Territory,Household goods retailing,A3349600V,1993-12-01,13.6
Northern Territory,Household goods retailing,A3349600V,1994-01-01,10.4
Northern Territory,Household goods retailing,A3349600V,1994-02-01,10.5
Northern Territory,Household goods retailing,A3349600V,1994-03-01,12.7
Northern Territory,Household goods retailing,A3349600V,1994-04-01,11.3
Northern Territory,Household goods retailing,A3349600V,1994-05-01,12.3
Northern Territory,Household goods retailing,A3349600V,1994-06-01,13.4
Northern Territory,Household goods retailing,A3349600V,1994-07-01,13.5
Northern Territory,Household goods retailing,A3349600V,1994-08-01,13.7
Northern Territory,Household goods retailing,A3349600V,1994-09-01,13.6
Northern Territory,Household goods retailing,A3349600V,1994-10-01,13.8
Northern Territory,Household goods retailing,A3349600V,1994-11-01,14
Northern Territory,Household goods retailing,A3349600V,1994-12-01,14.9
Northern Territory,Household goods retailing,A3349600V,1995-01-01,12.3
Northern Territory,Household goods retailing,A3349600V,1995-02-01,12.1
Northern Territory,Household goods retailing,A3349600V,1995-03-01,14.5
Northern Territory,Household goods retailing,A3349600V,1995-04-01,12.3
Northern Territory,Household goods retailing,A3349600V,1995-05-01,14.8
Northern Territory,Household goods retailing,A3349600V,1995-06-01,15.2
Northern Territory,Household goods retailing,A3349600V,1995-07-01,14.6
Northern Territory,Household goods retailing,A3349600V,1995-08-01,15.7
Northern Territory,Household goods retailing,A3349600V,1995-09-01,15.1
Northern Territory,Household goods retailing,A3349600V,1995-10-01,15.2
Northern Territory,Household goods retailing,A3349600V,1995-11-01,14.5
Northern Territory,Household goods retailing,A3349600V,1995-12-01,15.6
Northern Territory,Household goods retailing,A3349600V,1996-01-01,13.1
Northern Territory,Household goods retailing,A3349600V,1996-02-01,13.3
Northern Territory,Household goods retailing,A3349600V,1996-03-01,14
Northern Territory,Household goods retailing,A3349600V,1996-04-01,13.3
Northern Territory,Household goods retailing,A3349600V,1996-05-01,15.6
Northern Territory,Household goods retailing,A3349600V,1996-06-01,14.9
Northern Territory,Household goods retailing,A3349600V,1996-07-01,15.2
Northern Territory,Household goods retailing,A3349600V,1996-08-01,15.5
Northern Territory,Household goods retailing,A3349600V,1996-09-01,14.7
Northern Territory,Household goods retailing,A3349600V,1996-10-01,16
Northern Territory,Household goods retailing,A3349600V,1996-11-01,15.2
Northern Territory,Household goods retailing,A3349600V,1996-12-01,15.6
Northern Territory,Household goods retailing,A3349600V,1997-01-01,12.7
Northern Territory,Household goods retailing,A3349600V,1997-02-01,12.9
Northern Territory,Household goods retailing,A3349600V,1997-03-01,13.4
Northern Territory,Household goods retailing,A3349600V,1997-04-01,14.2
Northern Territory,Household goods retailing,A3349600V,1997-05-01,15.4
Northern Territory,Household goods retailing,A3349600V,1997-06-01,14.3
Northern Territory,Household goods retailing,A3349600V,1997-07-01,17.3
Northern Territory,Household goods retailing,A3349600V,1997-08-01,17
Northern Territory,Household goods retailing,A3349600V,1997-09-01,16.1
Northern Territory,Household goods retailing,A3349600V,1997-10-01,17.4
Northern Territory,Household goods retailing,A3349600V,1997-11-01,16.1
Northern Territory,Household goods retailing,A3349600V,1997-12-01,18.2
Northern Territory,Household goods retailing,A3349600V,1998-01-01,14
Northern Territory,Household goods retailing,A3349600V,1998-02-01,15.2
Northern Territory,Household goods retailing,A3349600V,1998-03-01,17.5
Northern Territory,Household goods retailing,A3349600V,1998-04-01,17.3
Northern Territory,Household goods retailing,A3349600V,1998-05-01,18.2
Northern Territory,Household goods retailing,A3349600V,1998-06-01,18.4
Northern Territory,Household goods retailing,A3349600V,1998-07-01,18.2
Northern Territory,Household goods retailing,A3349600V,1998-08-01,17.6
Northern Territory,Household goods retailing,A3349600V,1998-09-01,18.3
Northern Territory,Household goods retailing,A3349600V,1998-10-01,19
Northern Territory,Household goods retailing,A3349600V,1998-11-01,17.9
Northern Territory,Household goods retailing,A3349600V,1998-12-01,19.6
Northern Territory,Household goods retailing,A3349600V,1999-01-01,16.5
Northern Territory,Household goods retailing,A3349600V,1999-02-01,16.2
Northern Territory,Household goods retailing,A3349600V,1999-03-01,17.7
Northern Territory,Household goods retailing,A3349600V,1999-04-01,16.7
Northern Territory,Household goods retailing,A3349600V,1999-05-01,18.6
Northern Territory,Household goods retailing,A3349600V,1999-06-01,19.1
Northern Territory,Household goods retailing,A3349600V,1999-07-01,18.7
Northern Territory,Household goods retailing,A3349600V,1999-08-01,19.3
Northern Territory,Household goods retailing,A3349600V,1999-09-01,19.2
Northern Territory,Household goods retailing,A3349600V,1999-10-01,20
Northern Territory,Household goods retailing,A3349600V,1999-11-01,21.3
Northern Territory,Household goods retailing,A3349600V,1999-12-01,26
Northern Territory,Household goods retailing,A3349600V,2000-01-01,19.2
Northern Territory,Household goods retailing,A3349600V,2000-02-01,19.3
Northern Territory,Household goods retailing,A3349600V,2000-03-01,21.1
Northern Territory,Household goods retailing,A3349600V,2000-04-01,21.6
Northern Territory,Household goods retailing,A3349600V,2000-05-01,22.2
Northern Territory,Household goods retailing,A3349600V,2000-06-01,24.5
Northern Territory,Household goods retailing,A3349600V,2000-07-01,20.8
Northern Territory,Household goods retailing,A3349600V,2000-08-01,21.9
Northern Territory,Household goods retailing,A3349600V,2000-09-01,21.3
Northern Territory,Household goods retailing,A3349600V,2000-10-01,21.6
Northern Territory,Household goods retailing,A3349600V,2000-11-01,21.3
Northern Territory,Household goods retailing,A3349600V,2000-12-01,23.5
Northern Territory,Household goods retailing,A3349600V,2001-01-01,18.3
Northern Territory,Household goods retailing,A3349600V,2001-02-01,17.4
Northern Territory,Household goods retailing,A3349600V,2001-03-01,18.5
Northern Territory,Household goods retailing,A3349600V,2001-04-01,18.5
Northern Territory,Household goods retailing,A3349600V,2001-05-01,21.7
Northern Territory,Household goods retailing,A3349600V,2001-06-01,23.2
Northern Territory,Household goods retailing,A3349600V,2001-07-01,21.3
Northern Territory,Household goods retailing,A3349600V,2001-08-01,23.2
Northern Territory,Household goods retailing,A3349600V,2001-09-01,19.7
Northern Territory,Household goods retailing,A3349600V,2001-10-01,23.6
Northern Territory,Household goods retailing,A3349600V,2001-11-01,22.8
Northern Territory,Household goods retailing,A3349600V,2001-12-01,25.7
Northern Territory,Household goods retailing,A3349600V,2002-01-01,21.4
Northern Territory,Household goods retailing,A3349600V,2002-02-01,19.5
Northern Territory,Household goods retailing,A3349600V,2002-03-01,21.3
Northern Territory,Household goods retailing,A3349600V,2002-04-01,22.6
Northern Territory,Household goods retailing,A3349600V,2002-05-01,23.2
Northern Territory,Household goods retailing,A3349600V,2002-06-01,24
Northern Territory,Household goods retailing,A3349600V,2002-07-01,19.9
Northern Territory,Household goods retailing,A3349600V,2002-08-01,21.6
Northern Territory,Household goods retailing,A3349600V,2002-09-01,20.4
Northern Territory,Household goods retailing,A3349600V,2002-10-01,19.7
Northern Territory,Household goods retailing,A3349600V,2002-11-01,19.5
Northern Territory,Household goods retailing,A3349600V,2002-12-01,21.4
Northern Territory,Household goods retailing,A3349600V,2003-01-01,19.3
Northern Territory,Household goods retailing,A3349600V,2003-02-01,17.7
Northern Territory,Household goods retailing,A3349600V,2003-03-01,19.3
Northern Territory,Household goods retailing,A3349600V,2003-04-01,18.6
Northern Territory,Household goods retailing,A3349600V,2003-05-01,20.2
Northern Territory,Household goods retailing,A3349600V,2003-06-01,21.2
Northern Territory,Household goods retailing,A3349600V,2003-07-01,22.1
Northern Territory,Household goods retailing,A3349600V,2003-08-01,23.5
Northern Territory,Household goods retailing,A3349600V,2003-09-01,23.2
Northern Territory,Household goods retailing,A3349600V,2003-10-01,25.2
Northern Territory,Household goods retailing,A3349600V,2003-11-01,24.4
Northern Territory,Household goods retailing,A3349600V,2003-12-01,27.2
Northern Territory,Household goods retailing,A3349600V,2004-01-01,21.5
Northern Territory,Household goods retailing,A3349600V,2004-02-01,20.2
Northern Territory,Household goods retailing,A3349600V,2004-03-01,22.6
Northern Territory,Household goods retailing,A3349600V,2004-04-01,22.5
Northern Territory,Household goods retailing,A3349600V,2004-05-01,24.6
Northern Territory,Household goods retailing,A3349600V,2004-06-01,27.6
Northern Territory,Household goods retailing,A3349600V,2004-07-01,24.3
Northern Territory,Household goods retailing,A3349600V,2004-08-01,25.1
Northern Territory,Household goods retailing,A3349600V,2004-09-01,23.9
Northern Territory,Household goods retailing,A3349600V,2004-10-01,25.2
Northern Territory,Household goods retailing,A3349600V,2004-11-01,25.3
Northern Territory,Household goods retailing,A3349600V,2004-12-01,27.4
Northern Territory,Household goods retailing,A3349600V,2005-01-01,23.6
Northern Territory,Household goods retailing,A3349600V,2005-02-01,21.8
Northern Territory,Household goods retailing,A3349600V,2005-03-01,24.5
Northern Territory,Household goods retailing,A3349600V,2005-04-01,23.9
Northern Territory,Household goods retailing,A3349600V,2005-05-01,23.9
Northern Territory,Household goods retailing,A3349600V,2005-06-01,26.1
Northern Territory,Household goods retailing,A3349600V,2005-07-01,25.4
Northern Territory,Household goods retailing,A3349600V,2005-08-01,27.3
Northern Territory,Household goods retailing,A3349600V,2005-09-01,25.7
Northern Territory,Household goods retailing,A3349600V,2005-10-01,26.5
Northern Territory,Household goods retailing,A3349600V,2005-11-01,27
Northern Territory,Household goods retailing,A3349600V,2005-12-01,32.1
Northern Territory,Household goods retailing,A3349600V,2006-01-01,24.7
Northern Territory,Household goods retailing,A3349600V,2006-02-01,23.2
Northern Territory,Household goods retailing,A3349600V,2006-03-01,26.8
Northern Territory,Household goods retailing,A3349600V,2006-04-01,24.7
Northern Territory,Household goods retailing,A3349600V,2006-05-01,28.2
Northern Territory,Household goods retailing,A3349600V,2006-06-01,31.9
Northern Territory,Household goods retailing,A3349600V,2006-07-01,31
Northern Territory,Household goods retailing,A3349600V,2006-08-01,31.9
Northern Territory,Household goods retailing,A3349600V,2006-09-01,30.6
Northern Territory,Household goods retailing,A3349600V,2006-10-01,30
Northern Territory,Household goods retailing,A3349600V,2006-11-01,30.2
Northern Territory,Household goods retailing,A3349600V,2006-12-01,35.2
Northern Territory,Household goods retailing,A3349600V,2007-01-01,29.2
Northern Territory,Household goods retailing,A3349600V,2007-02-01,26.5
Northern Territory,Household goods retailing,A3349600V,2007-03-01,31.3
Northern Territory,Household goods retailing,A3349600V,2007-04-01,30.4
Northern Territory,Household goods retailing,A3349600V,2007-05-01,33.2
Northern Territory,Household goods retailing,A3349600V,2007-06-01,35.1
Northern Territory,Household goods retailing,A3349600V,2007-07-01,36.3
